"vendor","source","source_product_id","title","description","category","brand","sku","price_usd","discount_percentage","rating","stock","availability_status","minimum_order_quantity","tags","weight","dimensions","warranty_information","shipping_information","return_policy","thumbnail_url","image_urls","local_image_paths"
"Super Store Vendor","DummyJSON product catalog sample data","30","Kiwi","Nutrient-rich kiwi, perfect for snacking or adding a tropical twist to your dishes.","groceries",,"GRO-BRD-KIW-030","2.49","15.22","4.93","99","In Stock","30","fruits","5","W:19.4 H:18.67 D:17.13","6 months warranty","Ships overnight","7 days return policy","https://cdn.dummyjson.com/product-images/groceries/kiwi/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/kiwi/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\kiwi\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\kiwi\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","31","Lemon","Zesty and tangy lemons, versatile for cooking, baking, or making refreshing beverages.","groceries",,"GRO-BRD-LEM-031","0.79","9.7","3.53","31","In Stock","29","fruits","3","W:23.77 H:9.22 D:12.05","No warranty","Ships in 1 month","7 days return policy","https://cdn.dummyjson.com/product-images/groceries/lemon/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/lemon/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\lemon\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\lemon\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","32","Milk","Fresh and nutritious milk, a staple for various recipes and daily consumption.","groceries",,"GRO-BRD-MIL-032","3.49","13.74","2.61","27","In Stock","5","dairy","5","W:12.92 H:15.76 D:11.29","3 year warranty","Ships in 2 weeks","7 days return policy","https://cdn.dummyjson.com/product-images/groceries/milk/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/milk/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\milk\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\milk\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","33","Mulberry","Sweet and juicy mulberries, perfect for snacking or adding to desserts and cereals.","groceries",,"GRO-BRD-MUL-033","4.99","12.87","4.95","99","In Stock","43","fruits","5","W:12.8 H:18.54 D:6.31","2 year warranty","Ships in 1 week","No return policy","https://cdn.dummyjson.com/product-images/groceries/mulberry/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/mulberry/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\mulberry\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\mulberry\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","34","Nescafe Coffee","Quality coffee from Nescafe, available in various blends for a rich and satisfying cup.","groceries",,"GRO-BRD-NES-034","7.99","1.59","4.82","57","In Stock","8","beverages; coffee","6","W:20.54 H:29.49 D:29.2","1 year warranty","Ships in 1-2 business days","30 days return policy","https://cdn.dummyjson.com/product-images/groceries/nescafe-coffee/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/nescafe-coffee/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\nescafe-coffee\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\nescafe-coffee\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","35","Potatoes","Versatile and starchy potatoes, great for roasting, mashing, or as a side dish.","groceries",,"GRO-BRD-POT-035","2.29","5.38","4.81","13","In Stock","9","vegetables","9","W:22.65 H:9.83 D:21.75","3 year warranty","Ships in 3-5 business days","90 days return policy","https://cdn.dummyjson.com/product-images/groceries/potatoes/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/potatoes/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\potatoes\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\potatoes\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","36","Protein Powder","Nutrient-packed protein powder, ideal for supplementing your diet with essential proteins.","groceries",,"GRO-BRD-PRO-036","19.99","7.59","4.18","80","In Stock","6","health supplements","9","W:9.01 H:12.53 D:22.35","1 week warranty","Ships in 1 month","No return policy","https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/protein-powder/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\protein-powder\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\protein-powder\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","37","Red Onions","Flavorful and aromatic red onions, perfect for adding depth to your savory dishes.","groceries",,"GRO-BRD-ONI-037","1.99","9.9","4.2","82","In Stock","8","vegetables","9","W:16.01 H:24.96 D:12.74","1 month warranty","Ships in 3-5 business days","7 days return policy","https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/red-onions/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\red-onions\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\red-onions\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","38","Rice","High-quality rice, a staple for various cuisines and a versatile base for many dishes.","groceries",,"GRO-BRD-RIC-038","5.99","9.29","3.18","59","In Stock","20","grains","5","W:17.21 H:9.88 D:17.16","6 months warranty","Ships overnight","No return policy","https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/rice/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\rice\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\rice\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","39","Soft Drinks","Assorted soft drinks in various flavors, perfect for refreshing beverages.","groceries",,"GRO-BRD-SOF-039","1.99","17.48","4.75","53","In Stock","10","beverages","9","W:19.75 H:6.79 D:9.33","6 months warranty","Ships in 2 weeks","7 days return policy","https://cdn.dummyjson.com/product-images/groceries/soft-drinks/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/soft-drinks/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\soft-drinks\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\soft-drinks\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","40","Strawberry","Sweet and succulent strawberries, great for snacking, desserts, or blending into smoothies.","groceries",,"GRO-BRD-STR-040","3.99","1.12","3.08","46","In Stock","12","fruits","1","W:28.18 H:21.25 D:28.54","1 week warranty","Ships in 1-2 business days","No return policy","https://cdn.dummyjson.com/product-images/groceries/strawberry/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/strawberry/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\strawberry\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\strawberry\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","41","Tissue Paper Box","Convenient tissue paper box for everyday use, providing soft and absorbent tissues.","groceries",,"GRO-BRD-TIS-041","2.49","13.28","2.69","86","In Stock","44","household essentials","1","W:18.75 H:17.58 D:12.43","No warranty","Ships in 1-2 business days","90 days return policy","https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/1.webp; https://cdn.dummyjson.com/product-images/groceries/tissue-paper-box/2.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\tissue-paper-box\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\tissue-paper-box\02.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\tissue-paper-box\03.webp"
"Super Store Vendor","DummyJSON product catalog sample data","42","Water","Pure and refreshing bottled water, essential for staying hydrated throughout the day.","groceries",,"GRO-BRD-WAT-042","0.99","14.92","4.96","53","In Stock","28","beverages","4","W:18.43 H:7.4 D:17.79","3 months warranty","Ships in 1 month","7 days return policy","https://cdn.dummyjson.com/product-images/groceries/water/thumbnail.webp","https://cdn.dummyjson.com/product-images/groceries/water/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\water\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\water\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","43","Decoration Swing","The Decoration Swing is a charming addition to your home decor. Crafted with intricate details, it adds a touch of elegance and whimsy to any room.","home-decoration",,"HOM-BRD-DEC-043","59.99","10.41","3.16","47","In Stock","8","home decor; swing","4","W:23.84 H:15.19 D:26.05","1 week warranty","Ships in 1 month","90 days return policy","https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp","https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/1.webp; https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/2.webp; https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/3.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\decoration-swing\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\decoration-swing\02.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\decoration-swing\03.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\decoration-swing\04.webp"
"Super Store Vendor","DummyJSON product catalog sample data","44","Family Tree Photo Frame","The Family Tree Photo Frame is a sentimental and stylish way to display your cherished family memories. With multiple photo slots, it tells the story of your loved ones.","home-decoration",,"HOM-BRD-FAM-044","29.99","14.87","4.53","77","In Stock","15","home decor; photo frame","1","W:17.27 H:14.81 D:29.11","1 month warranty","Ships in 2 weeks","No return policy","https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp","https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\family-tree-photo-frame\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\family-tree-photo-frame\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","45","House Showpiece Plant","The House Showpiece Plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. It adds greenery and style to any space.","home-decoration",,"HOM-BRD-HOU-045","39.99","7.46","4.67","28","In Stock","3","home decor; artificial plants","8","W:8.55 H:14.62 D:17.25","1 year warranty","Ships in 1 week","No return policy","https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp","https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/1.webp; https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/2.webp; https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/3.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\house-showpiece-plant\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\house-showpiece-plant\02.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\house-showpiece-plant\03.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\house-showpiece-plant\04.webp"
"Super Store Vendor","DummyJSON product catalog sample data","46","Plant Pot","The Plant Pot is a stylish container for your favorite plants. With a sleek design, it complements your indoor or outdoor garden, adding a modern touch to your plant display.","home-decoration",,"HOM-BRD-PLA-046","14.99","6.84","3.01","59","In Stock","31","home decor; plant accessories","9","W:9.83 H:20.28 D:13.49","Lifetime warranty","Ships in 3-5 business days","30 days return policy","https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp","https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/1.webp; https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/2.webp; https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/3.webp; https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/4.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\plant-pot\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\plant-pot\02.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\plant-pot\03.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\plant-pot\04.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\plant-pot\05.webp"
"Super Store Vendor","DummyJSON product catalog sample data","47","Table Lamp","The Table Lamp is a functional and decorative lighting solution for your living space. With a modern design, it provides both ambient and task lighting, enhancing the atmosphere.","home-decoration",,"HOM-BRD-TAB-047","49.99","7.09","3.55","9","In Stock","2","home decor; lighting","4","W:8.98 H:13.41 D:5.65","3 months warranty","Ships in 1-2 business days","90 days return policy","https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/thumbnail.webp","https://cdn.dummyjson.com/product-images/home-decoration/table-lamp/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\table-lamp\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\table-lamp\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","48","Bamboo Spatula","The Bamboo Spatula is a versatile kitchen tool made from eco-friendly bamboo. Ideal for flipping, stirring, and serving various dishes.","kitchen-accessories",,"KIT-BRD-BAM-048","7.99","2.84","3.27","37","In Stock","29","kitchen tools; utensils","3","W:21.32 H:23.03 D:25.94","1 month warranty","Ships overnight","60 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/bamboo-spatula/1.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\bamboo-spatula\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\bamboo-spatula\02.webp"
"Super Store Vendor","DummyJSON product catalog sample data","49","Black Aluminium Cup","The Black Aluminium Cup is a stylish and durable cup suitable for both hot and cold beverages. Its sleek black design adds a modern touch to your drinkware collection.","kitchen-accessories",,"KIT-BRD-BLA-049","5.99","15.65","4.46","75","In Stock","48","drinkware; cups","7","W:5.88 H:5.11 D:10.03","1 year warranty","Ships overnight","30 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/1.webp; https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/2.webp","C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\black-aluminium-cup\01.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\black-aluminium-cup\02.webp; C:\Users\HP\3D Objects\supertech\super-store-vendor-products\images\black-aluminium-cup\03.webp"
"Super Store Vendor","DummyJSON product catalog sample data","50","Black Whisk","The Black Whisk is a kitchen essential for whisking and beating ingredients. Its ergonomic handle and sleek design make it a practical and stylish tool.","kitchen-accessories",,"KIT-BRD-BLA-050","9.99","10.24","3.9","73","In Stock","40","kitchen tools; utensils","1","W:13.03 H:5.99 D:20.64","3 months warranty","Ships in 1 month","30 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","51","Boxed Blender","The Boxed Blender is a powerful and compact blender perfect for smoothies, shakes, and more. Its convenient design and multiple functions make it a versatile kitchen appliance.","kitchen-accessories",,"KIT-BRD-BOX-051","39.99","7.26","4.56","9","In Stock","4","kitchen appliances; blenders","1","W:9.05 H:19.45 D:17.59","5 year warranty","Ships in 1-2 business days","7 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/1.webp; https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/2.webp; https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/3.webp; https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","52","Carbon Steel Wok","The Carbon Steel Wok is a versatile cooking pan suitable for stir-frying, sautéing, and deep frying. Its sturdy construction ensures even heat distribution for delicious meals.","kitchen-accessories",,"KIT-BRD-CAR-052","29.99","6.53","4.05","40","In Stock","9","cookware; woks","2","W:27.69 H:7.54 D:10.11","2 year warranty","Ships in 1-2 business days","7 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","53","Chopping Board","The Chopping Board is an essential kitchen accessory for food preparation. Made from durable material, it provides a safe and hygienic surface for cutting and chopping.","kitchen-accessories",,"KIT-BRD-CHO-053","12.99","8.03","3.7","14","In Stock","5","kitchen tools; cutting boards","2","W:15.6 H:6.93 D:8.51","3 months warranty","Ships in 2 weeks","No return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/chopping-board/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","54","Citrus Squeezer Yellow","The Citrus Squeezer in Yellow is a handy tool for extracting juice from citrus fruits. Its vibrant color adds a cheerful touch to your kitchen gadgets.","kitchen-accessories",,"KIT-BRD-CIT-054","8.99","12.1","4.63","22","In Stock","38","kitchen tools; juicers","2","W:17.16 H:26.8 D:16.29","2 year warranty","Ships in 3-5 business days","60 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","55","Egg Slicer","The Egg Slicer is a convenient tool for slicing boiled eggs evenly. It's perfect for salads, sandwiches, and other dishes where sliced eggs are desired.","kitchen-accessories",,"KIT-BRD-SLI-055","6.99","14.76","3.09","40","In Stock","32","kitchen tools; slicers","2","W:10.81 H:19.15 D:13.18","1 week warranty","Ships in 1 month","No return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/egg-slicer/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","56","Electric Stove","The Electric Stove provides a portable and efficient cooking solution. Ideal for small kitchens or as an additional cooking surface for various culinary needs.","kitchen-accessories",,"KIT-BRD-ELE-056","49.99","14.04","4.11","21","In Stock","8","kitchen appliances; cooktops","5","W:24.17 H:22.55 D:27.49","2 year warranty","Ships in 1 week","7 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/1.webp; https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/2.webp; https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/3.webp; https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/4.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","57","Fine Mesh Strainer","The Fine Mesh Strainer is a versatile tool for straining liquids and sifting dry ingredients. Its fine mesh ensures efficient filtering for smooth cooking and baking.","kitchen-accessories",,"KIT-BRD-FIN-057","9.99","3.5","3.04","85","In Stock","43","kitchen tools; strainers","9","W:18.02 H:13.23 D:15.92","1 month warranty","Ships overnight","7 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/fine-mesh-strainer/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","58","Fork","The Fork is a classic utensil for various dining and serving purposes. Its durable and ergonomic design makes it a reliable choice for everyday use.","kitchen-accessories",,"KIT-BRD-FOR-058","3.99","8.07","3.11","7","In Stock","36","kitchen tools; utensils","9","W:12.3 H:25.91 D:22.57","No warranty","Ships in 1 month","No return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/fork/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","59","Glass","The Glass is a versatile and elegant drinking vessel suitable for a variety of beverages. Its clear design allows you to enjoy the colors and textures of your drinks.","kitchen-accessories",,"KIT-BRD-GLA-059","4.99","7.92","4.02","46","In Stock","17","drinkware; glasses","10","W:20.23 H:24.56 D:26.97","3 year warranty","Ships overnight","7 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","60","Grater Black","The Grater in Black is a handy kitchen tool for grating cheese, vegetables, and more. Its sleek design and sharp blades make food preparation efficient and easy.","kitchen-accessories",,"KIT-BRD-GRA-060","10.99","3.56","3.21","84","In Stock","5","kitchen tools; graters","3","W:6.32 H:23.11 D:24.64","1 month warranty","Ships in 1 week","60 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/grater-black/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","61","Hand Blender","The Hand Blender is a versatile kitchen appliance for blending, pureeing, and mixing. Its compact design and powerful motor make it a convenient tool for various recipes.","kitchen-accessories",,"KIT-BRD-HAN-061","34.99","17.02","3.86","84","In Stock","11","kitchen appliances; blenders","5","W:27.31 H:21 D:24.27","1 year warranty","Ships in 1 week","No return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","62","Ice Cube Tray","The Ice Cube Tray is a practical accessory for making ice cubes in various shapes. Perfect for keeping your drinks cool and adding a fun element to your beverages.","kitchen-accessories",,"KIT-BRD-CUB-062","5.99","0.63","4.71","13","In Stock","16","kitchen tools; ice cube trays","3","W:26.67 H:18.14 D:5.31","1 month warranty","Ships overnight","No return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/ice-cube-tray/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","63","Kitchen Sieve","The Kitchen Sieve is a versatile tool for sifting and straining dry and wet ingredients. Its fine mesh design ensures smooth results in your cooking and baking.","kitchen-accessories",,"KIT-BRD-KIT-063","7.99","18.91","3.09","68","In Stock","5","kitchen tools; strainers","5","W:20.68 H:6.5 D:7.86","1 month warranty","Ships overnight","No return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","64","Knife","The Knife is an essential kitchen tool for chopping, slicing, and dicing. Its sharp blade and ergonomic handle make it a reliable choice for food preparation.","kitchen-accessories",,"KIT-BRD-KNI-064","14.99","18.86","3.26","7","Low Stock","50","kitchen tools; cutlery","3","W:25.19 H:18.52 D:20.5","1 month warranty","Ships in 1 week","7 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/knife/1.webp",""
"Super Store Vendor","DummyJSON product catalog sample data","65","Lunch Box","The Lunch Box is a convenient and portable container for packing and carrying your meals. With compartments for different foods, it's perfect for on-the-go dining.","kitchen-accessories",,"KIT-BRD-LUN-065","12.99","10.34","4.93","94","In Stock","39","kitchen tools; storage","9","W:12.45 H:19.08 D:8.24","5 year warranty","Ships in 1-2 business days","30 days return policy","https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/thumbnail.webp","https://cdn.dummyjson.com/product-images/kitchen-accessories/lunch-box/1.webp",""
